5.736715284106929325e+00,4.954355851614371531e+00,3.690257799533167571e+00,2.169284420618112996e+00,5.695669673428139568e+00
8.617046203195782184e+00,5.714767660199290056e+00,8.418206096418636264e+00,8.292097079947258198e-01,3.712967557853721345e+00
5.233792277469829557e+00,1.065226601778181958e+00,9.688426201308764085e-01,2.747405502108674291e+00,7.079384986458004292e+00
6.719748152778485917e+00,7.585360204783549776e+00,6.284852784198749376e+00,8.101931373272702075e+00,2.897641045977770169e+00
5.691291170804346766e-01,4.611453654167255500e+00,9.846600491144414491e+00,4.861858208774083590e-01,6.026884112791234926e+00
4.900942410549149031e+00,5.412150181542165761e+00,4.330630725012807325e-01,6.035501359394354282e+00,5.619277461164362997e+00
1.687451309272558486e+00,8.944389582317750609e+00,2.276279045052014283e+00,5.025152574851454723e+00,5.262931316885962829e+00
3.857306381031010645e+00,1.759703971000022849e+00,7.671435881554572234e+00,3.740450580774015155e+00,5.591897591443567350e+00
7.638478879512852870e+00,8.630798907601834102e+00,1.461821590436620522e+00,7.536693403324363771e+00,6.163361445935156446e+00
1.092380205163486773e+00,3.430963014497376840e+00,1.882770916629494806e-01,6.576732341339235788e+00,3.049216529508594675e+00
2.996504102252036894e+00,3.388466099519222841e+00,4.192936048595999665e+00,5.658996713522119748e+00,6.216894477835602117e+00
9.870269745360859659e+00,5.422185441603800449e+00,1.823631777190367620e+00,7.091692183155196005e-02,4.997496276298492468e+00
5.553757959100476427e+00,6.293531262260217751e+00,5.027223999632973950e+00,4.662810295422826989e+00,4.787739605189536007e+00
5.473603812261201185e+00,8.729272225028438470e+00,5.036992823327349988e+00,4.432365671276833119e+00,3.341101567665471173e+00
8.404331097875205714e+00,7.199220590189208124e+00,2.158770630130726342e+00,8.311611677324991732e+00,3.846402814897463607e+00
1.677381231269146067e+00,1.656285581198204682e+00,8.428096682286959407e+00,5.047475175092941413e+00,3.519996130091084474e+00
2.478560218358833112e+00,3.139443084068402001e+00,7.956231701995889694e+00,9.193784977305497819e+00,4.312405256315911650e+00
9.015385047216582848e+00,5.671883326927061653e+00,9.051221717902910413e+00,5.118164891399102245e+00,2.351353517750438549e+00
6.185861888909767181e+00,8.263826516936887856e+00,1.628271647874272032e+00,4.179260392636285903e-01,5.419433128874663552e+00
3.888856591467082513e+00,4.344285531919179988e+00,2.703241112684695580e-01,7.247552300971120687e+00,6.066304713913940105e+00
9.315320293137741459e+00,1.381019592417739306e+00,8.047015246449038983e+00,1.463787175177172495e+00,4.597409818983915208e+00
3.509935111634180593e+00,8.648820950563118615e+00,4.421881975883815485e+00,7.159843708868668166e+00,5.757067128114123911e+00
4.583988531388851762e+00,6.781143141197189195e+00,9.217149116414265819e+00,3.205444546655656701e+00,6.026991257002347169e+00
9.234309756210500097e+00,7.226908349550159372e+00,5.987301925378657685e+00,2.725682587595124051e-01,4.333732121591117981e+00
7.339994850791764947e+00,8.464543090527230973e+00,6.711454175083805040e+00,1.059709099002043020e+00,4.431755566358064335e+00
1.765621986431478163e+00,2.113869533765005748e+00,4.212838997654177575e+00,7.520250600563905152e+00,3.245190825882163121e+00
9.738637943198808600e+00,5.305886529134293816e+00,5.248928826991895669e+00,1.601616015254425651e+00,4.057445001936860862e+00
4.064827252439572547e+00,2.700297984788642136e+00,3.549080716282502213e+00,1.646164964763591199e+00,3.625516405269928022e+00
8.879804038654615539e+00,5.018123786545203302e-02,3.528110198277355281e+00,2.906822057526293968e+00,4.153989767143002609e+00
4.476241574371093712e+00,4.740854765538998095e+00,3.402448640275467007e+00,4.360343337336974656e+00,5.692679141893919770e+00
8.141136404470559640e+00,6.333172449423070560e+00,3.789528288062840033e+00,6.350968484810738168e+00,6.590425147722563715e+00
8.552928811971549194e+00,8.149472036002801900e+00,7.875390200739484925e+00,2.264138805394102505e+00,3.716315405883772627e+00
6.334246860460879702e+00,7.605779487300262431e+00,5.943419862686727839e+00,7.302868149603418679e+00,3.220647374107003635e+00
4.003187926515153983e+00,9.263221540510548024e+00,8.432427113793772300e-01,8.456297461914562774e+00,5.188968403741342605e+00
4.018399405189176932e-01,4.807412633562213600e+00,5.842958438753496075e+00,9.478837756353438948e+00,5.097203893656541140e+00
7.134238787492097611e-01,2.837931621112916858e+00,2.807961392969270165e+00,5.350723393271885620e+00,7.698302536757119618e+00
7.614925402582752412e+00,8.511808558665997282e+00,7.546734809715655246e+00,4.934181461719270523e+00,3.005093065826535792e+00
6.577668271720112259e+00,1.083888957305446654e+00,1.896981318183585952e+00,7.531253150108279115e+00,5.253670623308769549e+00
8.015276046438183144e+00,5.546101510102854348e+00,6.949306649937760483e+00,6.666708062225917608e+00,3.604976137658156166e+00
1.242845853922881494e+00,7.895140119902984921e+00,6.140008085262565807e+00,9.275784093642121420e+00,6.436112703590954887e+00
2.727344749993787509e+00,6.249438628843655863e+00,8.923594702119567401e+00,6.248792419778470553e-01,4.077962542274258695e+00
2.040139975155565111e+00,9.353071943557884182e+00,6.304510106265790448e+00,2.917048846279606256e+00,4.610971326632301803e+00
5.325668869251392046e+00,5.629504519121131256e-01,7.415588392926423467e+00,9.681720117616485766e+00,5.864685801725718406e+00
5.330281185577664615e+00,3.286013019489387510e+00,8.434773679316645456e+00,3.435444940446373607e+00,4.649355978375980136e+00
1.685910395651818439e+00,9.072404619237111945e+00,1.093728476933392146e+00,8.866719761284347356e+00,4.080235351203232774e+00
1.090760354454886061e+00,6.172339084694582922e+00,4.318434019092563858e+00,2.686545209180768445e-02,6.539397382210718312e+00
4.118456648028101519e+00,4.097063406165214694e+00,5.990116197259753861e-02,1.163996285596028413e+00,2.611101201133119609e+00
7.525213345892161954e+00,4.182428103157693755e+00,3.444744058840709666e-01,4.503828294479665040e+00,3.987417728788406723e+00
7.942601222251308712e+00,8.198571634155532806e+00,6.994079117527240985e-01,1.202497138644894603e+00,5.596339047079417206e+00
5.678887022279446306e+00,8.588228635641275588e+00,1.598863530320994153e+00,9.079720244393717721e+00,5.877105923094097406e+00
9.077415387983091222e+00,6.928422543002331402e+00,5.785595335160022223e+00,3.721798746428670590e+00,6.355629265462759747e+00
2.222897395585964553e+00,5.527381477029944534e+00,7.691928848929427964e+00,2.267176336585498220e+00,5.350138505089858221e+00
2.138230746593828613e+00,1.466435068948868103e+00,3.722413243286465168e+00,3.618973734507205720e+00,6.589733496070056873e+00
7.765877152453671606e+00,2.334234288619982944e+00,6.677294062492644677e+00,8.484812362752027326e+00,3.952056405352320834e+00
9.028702782090210377e+00,4.830752382231478848e+00,8.338917001494099424e+00,4.385733663538826654e-01,3.743503250279061945e+00
6.594418129841166376e+00,3.770119439979671139e+00,3.328930414809523342e+00,9.840099875273027763e+00,4.545801227734139083e+00
5.619777489915485091e+00,3.081967960677872931e+00,9.710701319403584719e+00,9.076483714150645810e+00,6.879813269059770420e+00
6.348718233778899211e+00,5.540984494453645937e+00,4.114649753912722474e+00,3.960976656029635556e+00,4.166966463651135655e+00
3.319138874789805627e+00,5.023141771192237925e+00,2.777682877547119844e+00,4.998686676529917605e+00,6.088751744683892575e+00
9.834274859925853818e+00,5.213482119747354204e+00,6.398320598732713194e+00,7.370607536822049610e+00,6.830342671987235548e+00
2.456576370867685988e+00,5.668906453800320655e+00,9.601247984085098608e+00,7.035414974887518547e+00,5.752858595737486702e+00
7.471822947014493010e+00,8.899406979472782808e+00,3.904397468120079928e-01,6.012949294375823150e+00,5.708191472703110669e+00
9.896708990664052408e+00,6.648470233922777695e+00,4.878023384007930119e+00,8.609051577684127210e+00,1.939045322181299102e+00
4.381509693975353947e+00,5.679225981933583078e+00,5.827228417325339471e+00,2.009500395699692632e+00,4.748231680193981674e+00
2.792820287129763379e+00,6.059489164506652870e+00,5.161819377529322850e+00,4.544479756879978183e+00,4.062014642637081785e+00
5.411179238784810330e+00,7.715151646390924434e+00,2.495588683824661036e+00,7.134024341164058036e+00,4.589813180437324114e+00
6.067013547999417611e+00,7.718864363835733045e+00,8.498096629665809587e+00,8.662456002346715422e+00,1.837157039154759364e+00
9.497858505740545354e+00,6.171053107645377622e+00,4.932334711711983122e-01,7.576854748003874818e+00,3.408268878349813846e+00
5.249620990598748094e+00,8.240022784442693649e+00,1.896123558309613655e+00,3.643495951600894678e+00,5.070063045296977933e+00
3.572310018327912395e+00,9.113056096936178463e-01,7.717470857993050437e+00,7.512858361415798214e+00,4.784167579856773322e+00
7.019571855319833631e+00,5.662933774691244260e+00,5.327454534705806211e+00,7.733205270795306063e+00,5.862194730856503000e+00
5.717131149571579307e+00,6.717371076708070987e+00,5.150564074524321967e-01,3.304900170473893617e+00,3.650799153099161476e+00
3.290084206521253218e+00,6.466309957826080534e+00,8.095210288313293034e+00,4.888062109716115877e+00,5.620399023800227489e+00
8.749846278367215291e+00,6.798897217656786118e+00,3.173414529648729498e+00,9.671703403000709187e+00,7.741054057312769743e+00
8.280352850542072929e+00,2.718085335046895867e+00,2.567750929431726892e+00,6.012784977620055926e-01,6.885062480687693665e+00
2.231687511592856055e+00,6.382346882116449294e+00,6.037238549849785585e+00,7.588678712305929608e-01,5.914135694253580766e+00
6.850397047084957336e+00,9.560686630054284763e+00,9.906580062364669814e+00,2.727389997692627688e+00,7.169512074604417862e+00
1.653206234485634640e+00,3.150642827965160819e+00,5.093127133530562567e+00,7.811767223524357817e+00,5.158960124044019935e+00
5.809134269161587483e+00,7.081332849437071530e+00,4.678171247932488619e+00,1.871975140283599348e-01,5.051683789692781978e+00
7.829595890582073281e+00,6.254662807064589103e+00,9.103197577165655474e+00,6.797222985350565239e+00,2.605900834896084373e+00
4.756817604736691685e+00,9.504932173047908606e-01,9.029189732033996663e+00,7.476467887786586441e-01,5.672497454590538446e+00
9.764375766824048952e+00,7.775260969389119481e-01,6.932173978275844028e+00,2.757078564594599435e+00,5.035319949348556534e+00
1.683749806047886155e+00,1.138232183567291500e+00,9.690991993948721017e+00,6.176193382670613907e+00,4.451662579850271584e+00
4.769724045276483082e+00,5.987912032809782126e+00,4.742638534093973846e+00,8.451981629042395028e+00,5.476872764144208539e+00
8.688867832166263128e+00,6.221767626876779644e+00,1.165908061441900401e+00,4.389499958410381097e+00,4.530003418268293558e+00
4.441621823279690240e+00,3.795809918588411769e+00,4.258689286439759414e+00,3.388001057978819119e+00,6.117535777581256440e+00
8.089346937163634621e+00,9.144502144909660402e+00,6.264819820649092375e-01,9.980622096851897496e+00,3.051339372426415064e+00
